source,text,created_at,retweet_count,favorite_count,clean_text,year,month,day,year_month,day_of_week,hour_of_day,handle,word_count,trade_date,prev_change,change_pc,target,char_count,lemmas_token,lemmas_text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,compound_score,neg_score,neu_score,pos_score
Twitter for iPhone,"....Germany pays 1% (slowly) of GDP towards NATO, while we pay 4% of a MUCH larger GDP. Does anybody believe that makes sense? We protect Europe (which is good) at great financial loss, and then get unfairly clobbered on Trade. Change is coming!",2018-06-10 21:42:35-04:00,33307.0,139303.0,germany pays 1 slowly of gdp towards nato while we pay 4 of a much larger gdp does anybody believe that makes sense we protect europe which is good at great financial loss and then get unfairly clobbered on trade change is coming,2018,6,10,2018-06,6,21,,43,2018-06-11,0.002956365197324118,0.001330011852834323,1,229,"['germany', 'pay', 'slowly', 'gdp', 'nato', 'pay', 'large', 'gdp', 'anybody', 'believe', 'make', 'sense', 'protect', 'europe', 'good', 'financial', 'loss', 'unfairly', 'clobber', 'trade', 'change', 'come']",germany pay slowly gdp nato pay large gdp anybody believe make sense protect europe good financial loss unfairly clobber trade change come,0.006999999999999999,0.964,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,0.8016,0.07200000000000001,0.737,0.192
Twitter for iPhone,I am on my way to Singapore where we have a chance to achieve a truly wonderful result for North Korea and the World. It will certainly be an exciting day and I know that Kim Jong-un will work very hard to do something that has rarely been done before...,2018-06-09 16:58:14-04:00,23325.0,103670.0,i am on my way to singapore where we have a chance to achieve a truly wonderful result for north korea and the world it will certainly be an exciting day and i know that kim jong un will work very hard to do something that has rarely been done before,2018,6,9,2018-06,5,16,,51,2018-06-10,0.002956365197324118,0.001330011852834323,1,250,"['way', 'singapore', 'chance', 'achieve', 'truly', 'wonderful', 'result', 'north', 'korea', 'world', 'certainly', 'exciting', 'day', 'know', 'kim', 'jong', 'un', 'work', 'hard', 'rarely']",way singapore chance achieve truly wonderful result north korea world certainly exciting day know kim jong un work hard rarely,0.008,0.96,0.008,0.008,0.008,0.008,trade,0.9101,0.027999999999999997,0.735,0.237
Twitter for iPhone,Just left the @G7 Summit in beautiful Canada. Great meetings and relationships with the six Country Leaders especially since they know I cannot allow them to apply large Tariffs and strong barriers to...,2018-06-09 16:56:33-04:00,11711.0,60203.0,just left the summit in beautiful canada great meetings and relationships with the six country leaders especially since they know i cannot allow them to apply large tariffs and strong barriers to,2018,6,9,2018-06,5,16,@G7,32,2018-06-10,0.002956365197324118,0.001330011852834323,1,195,"['leave', 'summit', 'beautiful', 'canada', 'meeting', 'relationship', 'country', 'leader', 'especially', 'know', 'allow', 'apply', 'large', 'tariff', 'strong', 'barrier']",leave summit beautiful canada meeting relationship country leader especially know allow apply large tariff strong barrier,0.01,0.951,0.01,0.01,0.01,0.01,trade,0.8918,0.04,0.691,0.26899999999999996
Twitter for iPhone,The U.S. has an increased economic value of more than 7 Trillion Dollars since the Election. May be the best economy in the history of our country. Record Jobs numbers. Nice!,2018-06-05 06:51:07-04:00,16331.0,73172.0,the u s has an increased economic value of more than 7 trillion dollars since the election may be the best economy in the history of our country record jobs numbers nice,2018,6,5,2018-06,1,6,,32,2018-06-06,0.0007275809544033951,0.008360552344008232,1,169,"['u', 's', 'increase', 'economic', 'value', 'trillion', 'dollar', 'election', 'good', 'economy', 'history', 'country', 'record', 'job', 'number', 'nice']",u s increase economic value trillion dollar election good economy history country record job number nice,0.011,0.944,0.011,0.011,0.011,0.011,trade,0.8955,0.0,0.696,0.304
Twitter for iPhone,In many ways this is the greatest economy in the HISTORY of America and the best time EVER to look for a job!,2018-06-04 16:42:19-04:00,17811.0,85216.0,in many ways this is the greatest economy in the history of america and the best time ever to look for a job,2018,6,4,2018-06,0,16,,23,2018-06-05,0.004751418024457221,0.0007275809544033951,1,108,"['way', 'great', 'economy', 'history', 'good', 'look', 'job']",way great economy history good look job,0.021,0.895,0.021,0.021,0.021,0.021,trade,0.8655,0.0,0.7070000000000001,0.293
Twitter for iPhone,"....We had Repeal &amp; Replace done (and the saving to our country of one trillion dollars) except for one person, but it is getting done anyway. Individual Mandate is gone and great, less expensive plans will be announced this month. Drug prices coming down &amp; Right to Try!",2018-06-04 08:18:07-04:00,15561.0,68983.0,we had repeal replace done and the saving to our country of one trillion dollars except for one person but it is getting done anyway individual mandate is gone and great less expensive plans will be announced this month drug prices coming down right to try,2018,6,4,2018-06,0,8,,46,2018-06-05,0.004751418024457221,0.0007275809544033951,1,256,"['repeal', 'replace', 'saving', 'country', 'trillion', 'dollar', 'person', 'get', 'individual', 'mandate', 'go', 'expensive', 'plan', 'announce', 'month', 'drug', 'price', 'come', 'right', 'try']",repeal replace saving country trillion dollar person get individual mandate go expensive plan announce month drug price come right try,0.008,0.96,0.008,0.008,0.008,0.008,trade,0.7871,0.0,0.888,0.11199999999999999
Twitter for iPhone,"We have put a great team together for our talks with North Korea. Meetings are currently taking place concerning Summit, and more. Kim Young Chol, the Vice Chairman of North Korea, heading now to New York. Solid response to my letter, thank you!",2018-05-29 06:30:32-04:00,17016.0,74641.0,we have put a great team together for our talks with north korea meetings are currently taking place concerning summit and more kim young chol the vice chairman of north korea heading now to new york solid response to my letter thank you,2018,5,29,2018-05,1,6,,43,2018-05-30,-0.011501029097946593,0.013344718410496892,1,237,"['team', 'talk', 'north', 'korea', 'meeting', 'currently', 'take', 'place', 'concern', 'summit', 'kim', 'young', 'chol', 'vice', 'chairman', 'north', 'korea', 'head', 'york', 'solid', 'response', 'letter']",team talk north korea meeting currently take place concern summit kim young chol vice chairman north korea head york solid response letter,0.006999999999999999,0.963,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,0.8172,0.0,0.825,0.175
Twitter for iPhone,"Put pressure on the Democrats to end the horrible law that separates children from there parents once they cross the Border into the U.S. Catch and Release, Lottery and Chain must also go with it and we MUST continue building the WALL! DEMOCRATS ARE PROTECTING MS-13 THUGS.",2018-05-26 09:59:02-04:00,22519.0,90018.0,put pressure on the democrats to end the horrible law that separates children from there parents once they cross the border into the u s catch and release lottery and chain must also go with it and we must continue building the wall democrats are protecting ms 13 thugs,2018,5,26,2018-05,5,9,,49,2018-05-27,-0.002382676057889,-0.011501029097946593,0,269,"['pressure', 'end', 'horrible', 'law', 'separate', 'child', 'parent', 'cross', 'border', 'u', 's', 'catch', 'release', 'lottery', 'chain', 'continue', 'build', 'wall', 'protect', 'ms', 'thug']",pressure end horrible law separate child parent cross border u s catch release lottery chain continue build wall protect ms thug,0.008,0.958,0.008,0.008,0.008,0.008,trade,-0.7177,0.11800000000000001,0.882,0.0
Twitter for iPhone,"Chicago Police have every right to legally protest against the mayor and an administration that just won’t let them do their job. The killings are at a record pace and tough police work, which Chicago will not allow, would bring things back to order fast...the killings must stop!",2018-05-25 18:14:54-04:00,25737.0,104526.0,chicago police have every right to legally protest against the mayor and an administration that just won t let them do their job the killings are at a record pace and tough police work which chicago will not allow would bring things back to order fast the killings must stop,2018,5,25,2018-05,4,18,,50,2018-05-26,-0.002382676057889,-0.011501029097946593,0,274,"['chicago', 'police', 'right', 'legally', 'protest', 'mayor', 'administration', 'win', 't', 'let', 'job', 'killing', 'record', 'pace', 'tough', 'police', 'work', 'chicago', 'allow', 'bring', 'thing', 'order', 'fast', 'killing', 'stop']",chicago police right legally protest mayor administration win t let job killing record pace tough police work chicago allow bring thing order fast killing stop,0.006999999999999999,0.691,0.28300000000000003,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,-0.9355,0.282,0.6940000000000001,0.024
Twitter for iPhone,"Sadly, I was forced to cancel the Summit Meeting in Singapore with Kim Jong Un. https://t.co/rLwXxBxFKx",2018-05-24 12:18:25-04:00,16919.0,62181.0,sadly i was forced to cancel the summit meeting in singapore with kim jong un,2018,5,24,2018-05,3,12,,15,2018-05-25,-0.0020485697641519085,-0.002382676057889,0,77,"['sadly', 'force', 'cancel', 'summit', 'meeting', 'singapore', 'kim', 'jong', 'un']",sadly force cancel summit meeting singapore kim jong un,0.017,0.916,0.017,0.017,0.017,0.017,trade,-0.7783,0.375,0.625,0.0
Twitter for iPhone,"Sadly, I was forced to cancel the Summit Meeting in Singapore with Kim Jung Un. https://t.co/qEoi9ymUEz",2018-05-24 11:03:23-04:00,13021.0,32675.0,sadly i was forced to cancel the summit meeting in singapore with kim jung un,2018,5,24,2018-05,3,11,,15,2018-05-25,-0.0020485697641519085,-0.002382676057889,0,77,"['sadly', 'force', 'cancel', 'summit', 'meeting', 'singapore', 'kim', 'jung', 'un']",sadly force cancel summit meeting singapore kim jung un,0.017,0.916,0.017,0.017,0.017,0.017,trade,-0.7783,0.375,0.625,0.0
Twitter for iPhone,"Crippling loopholes in our laws have enabled MS-13 gang members and other criminals to infiltrate our communities - and Democrats in Congress REFUSE to close these loopholes, including the disgraceful practice known as Catch-and-Release. Democrats must abandon their resistance... https://t.co/VkMCIzwt8v",2018-05-23 15:35:18-04:00,17568.0,63373.0,crippling loopholes in our laws have enabled ms 13 gang members and other criminals to infiltrate our communities and democrats in congress refuse to close these loopholes including the disgraceful practice known as catch and release democrats must abandon their resistance,2018,5,23,2018-05,2,15,,41,2018-05-24,0.0027511831600739445,-0.0020485697641519085,0,273,"['crippling', 'loophole', 'law', 'enable', 'ms', 'gang', 'member', 'criminal', 'infiltrate', 'community', 'congress', 'refuse', 'close', 'loophole', 'include', 'disgraceful', 'practice', 'know', 'catch', 'release', 'abandon', 'resistance']",crippling loophole law enable ms gang member criminal infiltrate community congress refuse close loophole include disgraceful practice know catch release abandon resistance,0.28800000000000003,0.6829999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,-0.8602,0.205,0.795,0.0
Twitter for iPhone,"America is blessed with extraordinary energy abundance, including more than 250 years worth of beautiful clean coal. We have ended the war on coal, and will continue to work to promote American energy dominance!",2018-05-18 18:57:09-04:00,20200.0,99464.0,america is blessed with extraordinary energy abundance including more than 250 years worth of beautiful clean coal we have ended the war on coal and will continue to work to promote american energy dominance,2018,5,18,2018-05,4,18,,34,2018-05-19,-0.002499992555421105,0.0075185497281582405,1,207,"['bless', 'extraordinary', 'energy', 'abundance', 'include', 'year', 'worth', 'beautiful', 'clean', 'coal', 'end', 'war', 'coal', 'continue', 'work', 'promote', 'energy', 'dominance']",bless extraordinary energy abundance include year worth beautiful clean coal end war coal continue work promote energy dominance,0.009000000000000001,0.589,0.009000000000000001,0.195,0.009000000000000001,0.19,trade,0.937,0.078,0.498,0.424
Twitter for iPhone,"Just met with UN Secretary-General António Guterres who is working hard to “Make the United Nations Great Again.” When the UN does more to solve conflicts around the world, it means the U.S. has less to do and we save money. @NikkiHaley is doing a fantastic job! https://t.co/pqUv6cyH2z",2018-05-18 16:41:21-04:00,10937.0,52364.0,just met with un secretary general ant nio guterres who is working hard to make the united nations great again when the un does more to solve conflicts around the world it means the u s has less to do and we save money is doing a fantastic job,2018,5,18,2018-05,4,16,@NikkiHaley,49,2018-05-19,-0.002499992555421105,0.0075185497281582405,1,243,"['meet', 'un', 'secretary', 'general', 'ant', 'nio', 'guterre', 'work', 'hard', 'united', 'nation', 'un', 'solve', 'conflict', 'world', 'mean', 'u', 's', 'save', 'money', 'fantastic', 'job']",meet un secretary general ant nio guterre work hard united nation un solve conflict world mean u s save money fantastic job,0.081,0.818,0.008,0.008,0.008,0.077,trade,0.9154,0.07,0.6679999999999999,0.262
Twitter for iPhone,America is a Nation that believes in the power of redemption. America is a Nation that believes in second chances - and America is a Nation that believes that the best is always yet to come! #PrisonReform https://t.co/Yk5UJUYgHN,2018-05-18 16:22:25-04:00,14474.0,61820.0,america is a nation that believes in the power of redemption america is a nation that believes in second chances and america is a nation that believes that the best is always yet to come prisonreform,2018,5,18,2018-05,4,16,,36,2018-05-19,-0.002499992555421105,0.0075185497281582405,1,199,"['nation', 'believe', 'power', 'redemption', 'nation', 'believe', 'second', 'chance', 'nation', 'believe', 'good', 'come', 'prisonreform']",nation believe power redemption nation believe second chance nation believe good come prisonreform,0.012,0.861,0.012,0.012,0.012,0.091,trade,0.7424,0.0,0.851,0.149
Twitter for iPhone,"China and the United States are working well together on trade, but past negotiations have been so one sided in favor of China, for so many years, that it is hard for them to make a deal that benefits both countries. But be cool, it will all work out!",2018-05-13 15:22:03-04:00,19916.0,101153.0,china and the united states are working well together on trade but past negotiations have been so one sided in favor of china for so many years that it is hard for them to make a deal that benefits both countries but be cool it will all work out,2018,5,13,2018-05,6,15,,49,2018-05-14,0.0030513088506889385,0.0004764705777575706,1,245,"['china', 'united', 'state', 'work', 'trade', 'past', 'negotiation', 'side', 'favor', 'china', 'year', 'hard', 'deal', 'benefit', 'country', 'cool', 'work']",china united state work trade past negotiation side favor china year hard deal benefit country cool work,0.009000000000000001,0.954,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,trade,0.9009999999999999,0.027000000000000003,0.738,0.23399999999999999
Twitter for iPhone,"North Korea has announced that they will dismantle Nuclear Test Site this month, ahead of the big Summit Meeting on June 12th. Thank you, a very smart and gracious gesture!",2018-05-12 17:08:55-04:00,34489.0,162839.0,north korea has announced that they will dismantle nuclear test site this month ahead of the big summit meeting on june 12th thank you a very smart and gracious gesture,2018,5,12,2018-05,5,17,,30,2018-05-13,0.0030513088506889385,0.0004764705777575706,1,168,"['north', 'korea', 'announce', 'dismantle', 'nuclear', 'test', 'site', 'month', 'ahead', 'summit', 'meeting', 'june', '12th', 'smart', 'gracious', 'gesture']",north korea announce dismantle nuclear test site month ahead summit meeting june 12th smart gracious gesture,0.01,0.951,0.01,0.01,0.01,0.01,trade,0.8641,0.0,0.737,0.263
Twitter for iPhone,"The American people deserve a healthcare system that takes care of them – not one that takes advantage of them. We will work every day to ensure all Americans have access to the quality, affordable medication they need and deserve. We will not rest until the job is done! https://t.co/9BzevAniNx",2018-05-11 16:56:25-04:00,20106.0,87242.0,the american people deserve a healthcare system that takes care of them not one that takes advantage of them we will work every day to ensure all americans have access to the quality affordable medication they need and deserve we will not rest until the job is done,2018,5,11,2018-05,4,16,,48,2018-05-12,0.0030513088506889385,0.0004764705777575706,1,265,"['deserve', 'healthcare', 'system', 'take', 'care', 'take', 'advantage', 'work', 'day', 'ensure', 'american', 'access', 'quality', 'affordable', 'medication', 'need', 'deserve', 'rest', 'job']",deserve healthcare system take care take advantage work day ensure american access quality affordable medication need deserve rest job,0.008,0.748,0.008,0.008,0.219,0.008,trade,0.7959,0.0,0.853,0.147
Twitter for iPhone,The highly anticipated meeting between Kim Jong Un and myself will take place in Singapore on June 12th. We will both try to make it a very special moment for World Peace!,2018-05-10 10:37:57-04:00,62922.0,237845.0,the highly anticipated meeting between kim jong un and myself will take place in singapore on june 12th we will both try to make it a very special moment for world peace,2018,5,10,2018-05,3,10,,32,2018-05-11,0.009350608534322902,0.0030513088506889385,1,169,"['highly', 'anticipate', 'meeting', 'kim', 'jong', 'un', 'place', 'singapore', 'june', '12th', 'try', 'special', 'moment', 'world', 'peace']",highly anticipate meeting kim jong un place singapore june 12th try special moment world peace,0.011,0.737,0.01,0.221,0.01,0.01,trade,0.7773,0.0,0.816,0.184
Twitter for iPhone,"I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting. They seem to be in good health. Also, good meeting with Kim Jong Un. Date &amp; Place set.",2018-05-09 08:30:56-04:00,45129.0,168836.0,i am pleased to inform you that secretary of state mike pompeo is in the air and on his way back from north korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting they seem to be in good health also good meeting with kim jong un date place set,2018,5,9,2018-05,2,8,,54,2018-05-10,0.009665768298909859,0.009350608534322902,1,272,"['pleased', 'inform', 'secretary', 'state', 'mike', 'pompeo', 'air', 'way', 'north', 'korea', 'wonderful', 'gentleman', 'look', 'forward', 'meeting', 'good', 'health', 'good', 'meeting', 'kim', 'jong', 'un', 'date', 'place', 'set']",pleased inform secretary state mike pompeo air way north korea wonderful gentleman look forward meeting good health good meeting kim jong un date place set,0.006,0.642,0.006,0.332,0.006,0.006,trade,0.9081,0.0,0.804,0.196
Twitter for iPhone,"Candace Owens of Turning Point USA is having a big impact on politics in our Country. She represents an ever expanding group of very smart “thinkers,” and it is wonderful to watch and hear the dialogue going on...so good for our Country!",2018-05-09 07:48:17-04:00,33578.0,137792.0,candace owens of turning point usa is having a big impact on politics in our country she represents an ever expanding group of very smart thinkers and it is wonderful to watch and hear the dialogue going on so good for our country,2018,5,9,2018-05,2,7,,43,2018-05-10,0.009665768298909859,0.009350608534322902,1,230,"['candace', 'owen', 'turn', 'point', 'usa', 'have', 'impact', 'politic', 'country', 'represent', 'expand', 'group', 'smart', 'thinker', 'wonderful', 'watch', 'hear', 'dialogue', 'go', 'good', 'country']",candace owen turn point usa have impact politic country represent expand group smart thinker wonderful watch hear dialogue go good country,0.008,0.531,0.438,0.008,0.008,0.008,trade,0.8716,0.0,0.7979999999999999,0.20199999999999999
Twitter for iPhone,"I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, where good things will happen, and North Korea, where relationships and trust are building.",2018-05-08 07:22:53-04:00,17027.0,86673.0,i will be speaking to my friend president xi of china this morning at 8 30 the primary topics will be trade where good things will happen and north korea where relationships and trust are building,2018,5,8,2018-05,1,7,,36,2018-05-09,0.0,0.009665768298909859,1,196,"['speak', 'friend', 'xi', 'china', 'morning', 'primary', 'topic', 'trade', 'good', 'thing', 'happen', 'north', 'korea', 'relationship', 'trust', 'build']",speak friend xi china morning primary topic trade good thing happen north korea relationship trust build,0.01,0.748,0.01,0.133,0.01,0.08900000000000001,trade,0.8555,0.0,0.773,0.22699999999999998
Twitter for iPhone,"This spring marks 4yrs since the Phoenix VA crisis. We won't forget what happened to our GREAT VETS. Choice is vital, but the program needs work &amp; is running out of $. Congress must fix Choice Program by Memorial Day so VETS can get the care they deserve. I will sign immediately!",2018-05-03 12:49:29-04:00,17675.0,76734.0,this spring marks 4yrs since the phoenix va crisis we won t forget what happened to our great vets choice is vital but the program needs work is running out of congress must fix choice program by memorial day so vets can get the care they deserve i will sign immediately,2018,5,3,2018-05,3,12,,51,2018-05-04,-0.0022037119056058647,0.012946439969279577,1,270,"['spring', 'mark', '4yrs', 'phoenix', 'va', 'crisis', 'win', 't', 'forget', 'happen', 'vet', 'choice', 'vital', 'program', 'need', 'work', 'run', 'congress', 'fix', 'choice', 'program', 'memorial', 'day', 'vet', 'care', 'deserve', 'sign', 'immediately']",spring mark 4yrs phoenix va crisis win t forget happen vet choice vital program need work run congress fix choice program memorial day vet care deserve sign immediately,0.006,0.424,0.006,0.135,0.14300000000000002,0.287,trade,0.784,0.043,0.7829999999999999,0.174
Twitter for iPhone,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!",2018-05-02 07:45:08-04:00,26992.0,108877.0,there was no collusion it is a hoax and there is no obstruction of justice that is a setup trap what there is is negotiations going on with north korea over nuclear war negotiations going on with china over trade deficits negotiations on nafta and much more witch hunt,2018,5,2,2018-05,2,7,,49,2018-05-03,-0.006717484059580503,-0.0022037119056058647,0,268,"['collusion', 'hoax', 'obstruction', 'justice', 'setup', 'trap', 'negotiation', 'go', 'north', 'korea', 'nuclear', 'war', 'negotiation', 'go', 'china', 'trade', 'deficit', 'negotiation', 'nafta', 'witch', 'hunt']",collusion hoax obstruction justice setup trap negotiation go north korea nuclear war negotiation go china trade deficit negotiation nafta witch hunt,0.383,0.5870000000000001,0.008,0.008,0.008,0.008,trade,-0.8856,0.254,0.691,0.055
Twitter for iPhone,"During Small Business Week, we celebrate the great, hard-working entrepreneurs across our country who have started and operate a small business!",2018-04-30 18:39:34-04:00,16431.0,88382.0,during small business week we celebrate the great hard working entrepreneurs across our country who have started and operate a small business,2018,4,30,2018-04,0,18,,22,2018-05-01,-0.007690531270187041,0.0017768741530801433,1,141,"['small', 'business', 'week', 'celebrate', 'hard', 'working', 'entrepreneur', 'country', 'start', 'operate', 'small', 'business']",small business week celebrate hard working entrepreneur country start operate small business,0.013,0.45,0.013,0.119,0.392,0.013,trade,0.8439,0.0,0.701,0.299
Twitter for iPhone,"Numerous countries are being considered for the MEETING, but would Peace House/Freedom House, on the Border of North &amp; South Korea, be a more Representative, Important and Lasting site than a third party country? Just asking!",2018-04-30 08:19:33-04:00,20356.0,93838.0,numerous countries are being considered for the meeting but would peace house freedom house on the border of north south korea be a more representative important and lasting site than a third party country just asking,2018,4,30,2018-04,0,8,,36,2018-05-01,-0.007690531270187041,0.0017768741530801433,1,217,"['numerous', 'country', 'consider', 'meeting', 'peace', 'house', 'freedom', 'house', 'border', 'north', 'south', 'korea', 'representative', 'important', 'lasting', 'site', 'party', 'country', 'ask']",numerous country consider meeting peace house freedom house border north south korea representative important lasting site party country ask,0.008,0.621,0.23,0.124,0.008,0.008,trade,0.9044,0.0,0.746,0.254
Twitter for iPhone,"Having great meetings and discussions with my friend, President @EmmanuelMacron of France. We are in the midst of meetings on Iran, Syria and Trade. We will be holding a joint press conference shortly, here at the @WhiteHouse. 🇺🇸🇫🇷 https://t.co/ju1FXhgjaD",2018-04-24 12:43:34-04:00,10395.0,51605.0,having great meetings and discussions with my friend president of france we are in the midst of meetings on iran syria and trade we will be holding a joint press conference shortly here at the,2018,4,24,2018-04,1,12,@EmmanuelMacron,35,2018-04-25,-0.013467366566862092,0.002471647930686327,1,192,"['have', 'meeting', 'discussion', 'friend', 'france', 'midst', 'meeting', 'iran', 'syria', 'trade', 'hold', 'joint', 'press', 'conference', 'shortly']",have meeting discussion friend france midst meeting iran syria trade hold joint press conference shortly,0.01,0.463,0.12,0.386,0.01,0.01,trade,0.8074,0.0,0.835,0.165
Twitter for iPhone,"Despite the Democrat inspired laws on Sanctuary Cities and the Border being so bad and one sided, I have instructed the Secretary of Homeland Security not to let these large Caravans of people into our Country. It is a disgrace. We are the only Country in the World so naive! WALL",2018-04-23 09:44:46-04:00,25812.0,103828.0,despite the democrat inspired laws on sanctuary cities and the border being so bad and one sided i have instructed the secretary of homeland security not to let these large caravans of people into our country it is a disgrace we are the only country in the world so naive wall,2018,4,23,2018-04,0,9,,51,2018-04-24,-0.00014994937267642783,-0.013467366566862092,0,276,"['despite', 'inspire', 'law', 'sanctuary', 'city', 'border', 'bad', 'sided', 'instruct', 'secretary', 'homeland', 'security', 'let', 'large', 'caravan', 'country', 'disgrace', 'country', 'world', 'naive', 'wall']",despite inspire law sanctuary city border bad sided instruct secretary homeland security let large caravan country disgrace country world naive wall,0.07,0.9,0.008,0.008,0.008,0.008,trade,-0.899,0.21600000000000003,0.745,0.039
Twitter for iPhone,Nancy Pelosi is going absolutely crazy about the big Tax Cuts given to the American People by the Republicans...got not one Democrat Vote! Here’s a choice. They want to end them and raise your taxes substantially. Republicans are working on making them permanent and more cuts!,2018-04-20 06:50:38-04:00,28986.0,110478.0,nancy pelosi is going absolutely crazy about the big tax cuts given to the american people by the republicans got not one democrat vote here s a choice they want to end them and raise your taxes substantially republicans are working on making them permanent and more cuts,2018,4,20,2018-04,4,6,,48,2018-04-21,-0.008479414901293447,-0.00014994937267642783,0,271,"['nancy', 'pelosi', 'go', 'absolutely', 'crazy', 'tax', 'cut', 'give', 'republican', 'get', 'vote', 's', 'choice', 'end', 'raise', 'taxis', 'substantially', 'republican', 'work', 'make', 'permanent', 'cut']",nancy pelosi go absolutely crazy tax cut give republican get vote s choice end raise taxis substantially republican work make permanent cut,0.008,0.542,0.4270000000000001,0.008,0.008,0.008,trade,-0.7697,0.155,0.8190000000000001,0.025
Twitter for iPhone,"Thank you San Diego County for defending the rule of law and supporting our lawsuit against California's illegal and unconstitutional 'Sanctuary' policies. California's dangerous policies release violent criminals back into our communities, putting all Americans at risk.",2018-04-19 11:23:22-04:00,20044.0,86533.0,thank you san diego county for defending the rule of law and supporting our lawsuit against california s illegal and unconstitutional sanctuary policies california s dangerous policies release violent criminals back into our communities putting all americans at risk,2018,4,19,2018-04,3,11,,39,2018-04-20,-0.005547542130947436,-0.008479414901293447,0,266,"['san', 'diego', 'county', 'defend', 'rule', 'law', 'support', 'lawsuit', 'california', 's', 'illegal', 'unconstitutional', 'sanctuary', 'policy', 'california', 's', 'dangerous', 'policy', 'release', 'violent', 'criminal', 'community', 'put', 'american', 'risk']",san diego county defend rule law support lawsuit california s illegal unconstitutional sanctuary policy california s dangerous policy release violent criminal community put american risk,0.006999999999999999,0.772,0.006999999999999999,0.006999999999999999,0.2,0.006999999999999999,trade,-0.9169,0.34700000000000003,0.55,0.102
Twitter for iPhone,"There is a Revolution going on in California. Soooo many Sanctuary areas want OUT of this ridiculous, crime infested &amp; breeding concept. Jerry Brown is trying to back out of the National Guard at the Border, but the people of the State are not happy. Want Security &amp; Safety NOW!",2018-04-18 05:59:07-04:00,29045.0,115384.0,there is a revolution going on in california soooo many sanctuary areas want out of this ridiculous crime infested breeding concept jerry brown is trying to back out of the national guard at the border but the people of the state are not happy want security safety now,2018,4,18,2018-04,2,5,,48,2018-04-19,0.0007402679541044233,-0.005547542130947436,0,268,"['revolution', 'go', 'california', 'soooo', 'sanctuary', 'area', 'ridiculous', 'crime', 'infest', 'breed', 'concept', 'jerry', 'brown', 'try', 'national', 'guard', 'border', 'state', 'happy', 'security', 'safety']",revolution go california soooo sanctuary area ridiculous crime infest breed concept jerry brown try national guard border state happy security safety,0.008,0.962,0.008,0.008,0.008,0.008,trade,-0.7589,0.205,0.7140000000000001,0.081
Twitter for iPhone,"While Japan and South Korea would like us to go back into TPP, I don’t like the deal for the United States. Too many contingencies and no way to get out if it doesn’t work. Bilateral deals are far more efficient, profitable and better for OUR workers. Look how bad WTO is to U.S.",2018-04-17 22:49:28-04:00,18159.0,78191.0,while japan and south korea would like us to go back into tpp i don t like the deal for the united states too many contingencies and no way to get out if it doesn t work bilateral deals are far more efficient profitable and better for our workers look how bad wto is to u s,2018,4,17,2018-04,1,22,,57,2018-04-18,0.010698444391126216,0.0007402679541044233,1,273,"['japan', 'south', 'korea', 'tpp', 'don', 't', 'deal', 'united', 'state', 'contingency', 'way', 'doesn', 't', 'work', 'bilateral', 'deal', 'far', 'efficient', 'profitable', 'well', 'worker', 'look', 'bad', 'wto', 'u', 's']",japan south korea tpp don t deal united state contingency way doesn t work bilateral deal far efficient profitable well worker look bad wto u s,0.006999999999999999,0.964,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,0.8826,0.083,0.67,0.247
Twitter for iPhone,"So proud of our great Military which will soon be, after the spending of billions of fully approved dollars, the finest that our Country has ever had. There won’t be anything, or anyone, even close!",2018-04-14 08:29:48-04:00,30430.0,160818.0,so proud of our great military which will soon be after the spending of billions of fully approved dollars the finest that our country has ever had there won t be anything or anyone even close,2018,4,14,2018-04,5,8,,36,2018-04-15,-0.002933099013017415,0.008221735053103751,1,192,"['proud', 'military', 'soon', 'spending', 'billion', 'fully', 'approve', 'dollar', 'fine', 'country', 'win', 't', 'close']",proud military soon spending billion fully approve dollar fine country win t close,0.013,0.935,0.013,0.013,0.013,0.013,trade,0.8974,0.0,0.746,0.254
